name,type,status
S16 Traumatismo de músculos y tendones del cuello,clinical problems,1  
S17 Traumatismos aplastantes del cuello,clinical problems,1  
S18 Amputación traumática a nivel del cuello,clinical problems,1  
S19 Otros traumatismos del cuello y los no especificados,clinical problems,1  
S20 Traumatismo superficial del tórax,clinical problems,1  
S21 Herida del tórax,clinical problems,1  
S22 Fractura de costillas esternón y columna torácica,clinical problems,1  
S23 Luxación esguince y distensión de articulaciones y ligamentos del tórax,clinical problems,1  
S24 Traumatismo de nervios y de la médula espinal a nivel torácico,clinical problems,1  
S25 Traumatismo de vasos sanguíneos del tórax,clinical problems,1  
S26 Traumatismo de músculos y tendones del tórax,clinical problems,1  
S27 Traumatismos de órganos intratorácicos,clinical problems,1  
S28 Amputación traumática del tórax,clinical problems,1  
S29 Otros traumatismos del tórax y los no especificados,clinical problems,1  
S30 Traumatismo superficial del abdomen la parte baja de la espalda y la pelvis,clinical problems,1  
S31 Herida del abdomen la parte baja de la espalda y la pelvis,clinical problems,1  
S32 Fractura de la columna lumbar y de la pelvis,clinical problems,1  
S33 Luxación esguince y distensión de articulaciones y ligamentos de la región lumbar y de la pelvis,clinical problems,1  
S34 Traumatismo de nervios y de la médula espinal a nivel abdominal lumbar y sacro,clinical problems,1  
S35 Traumatismo de vasos sanguíneos del abdomen parte baja de la espalda y pelvis,clinical problems,1  
S36 Traumatismo de órganos intraabdominales,clinical problems,1  
S37 Traumatismo de órganos del aparato urinario y de los órganos genitales pélvicos,clinical problems,1  
S38 Amputación traumática del abdomen parte baja de la espalda y pelvis,clinical problems,1  
S39 Otros traumatismos del abdomen parte baja de la espalda y pelvis y los no especificados,clinical problems,1  
S40 Traumatismo superficial del hombro y del brazo,clinical problems,1  
S41 Herida del hombro y del brazo,clinical problems,1  
S42 Fractura del hombro y del brazo,clinical problems,1  
S43 Luxación esguince y distensión de articulaciones y ligamentos del hombro y del brazo,clinical problems,1  
S44 Traumatismo de nervios del hombro y del brazo,clinical problems,1  
S45 Traumatismo de vasos sanguíneos del hombro y del brazo,clinical problems,1  
S46 Traumatismo de músculos y tendones del hombro y del brazo,clinical problems,1  
S47 Traumatismos aplastantes del hombro y del brazo,clinical problems,1  
S48 Amputación traumática del hombro y del brazo,clinical problems,1  
S49 Otros traumatismos del hombro y del brazo y los no especificados,clinical problems,1  
S50 Traumatismo superficial del codo y del antebrazo,clinical problems,1  
S51 Herida del codo y del antebrazo,clinical problems,1  
S52 Fractura del antebrazo,clinical problems,1  
S53 Luxación esguince y distensión de articulaciones y ligamentos del codo,clinical problems,1  
S54 Traumatismo de nervios del antebrazo,clinical problems,1  
S55 Traumatismo de vasos sanguíneos del antebrazo,clinical problems,1  
S56 Traumatismo de músculos y tendones del antebrazo,clinical problems,1  
S57 Traumatismos aplastantes del antebrazo,clinical problems,1  
S58 Amputación traumática del antebrazo,clinical problems,1  
S59 Otros traumatismos del antebrazo y los no especificados,clinical problems,1  
S60 Traumatismo superficial de la muñeca y de la mano,clinical problems,1  
S61 Herida de la muñeca y de la mano,clinical problems,1  
S62 Fractura en la muñeca y en la mano,clinical problems,1  
S63 Luxación esguince y distensión de articulaciones y ligamentos en la muñeca y en la mano,clinical problems,1  
S64 Traumatismo de nervios a nivel de la muñeca y de la mano,clinical problems,1  
S65 Traumatismo de vasos sanguíneos a nivel de la muñeca y de la mano,clinical problems,1  
S66 Traumatismo de músculos y tendones a nivel de la muñeca y de la mano,clinical problems,1  
S67 Traumatismos aplastantes de la muñeca y de la mano,clinical problems,1  
S68 Amputación traumática a nivel de la muñeca y de la mano,clinical problems,1  
S69 Otros traumatismos y los no especificados de la muñeca y de la mano,clinical problems,1  
S70 Traumatismo superficial de la cadera y del muslo,clinical problems,1  
S71 Herida de la cadera y del muslo,clinical problems,1  
S72 Fractura del fémur,clinical problems,1  
S73 Luxación esguince y distensión de articulaciones y ligamentos de la cadera y del muslo,clinical problems,1  
S74 Traumatismo de nervios del nivel de la cadera y del muslo,clinical problems,1  
S75 Traumatismo de vasos sanguíneos del nivel de la cadera y del muslo,clinical problems,1  
S76 Traumatismo de músculos y tendones a nivel de la cadera y del muslo,clinical problems,1  
S77 Traumatismos aplastantes de la cadera y del muslo,clinical problems,1  
S78 Amputación traumática a nivel de la cadera y del muslo,clinical problems,1  
S79 Otros traumatismos y los no especificados de la cadera y del muslo,clinical problems,1  
S80 Traumatismo superficial de la pierna,clinical problems,1  
S81 Herida de la pierna,clinical problems,1  
S82 Fractura de la pierna,clinical problems,1  
S83 Luxación esguince y distensión de articulaciones y ligamentos de la rodilla,clinical problems,1  
S84 Traumatismo de nervios de la pierna,clinical problems,1  
S85 Traumatismo de vasos sanguíneos de la pierna,clinical problems,1  
S86 Traumatismo de músculos y tendones de la pierna,clinical problems,1  
S87 Traumatismos aplastantes de la pierna,clinical problems,1  
S88 Amputación traumática de la pierna,clinical problems,1  
S89 Otros traumatismos y los no especificados de la pierna,clinical problems,1  
S90 Traumatismo superficial del tobillo y del pie,clinical problems,1  
S91 Herida del tobillo y del pie,clinical problems,1  
S92 Fractura del pie,clinical problems,1  
S93 Luxación esguince y distensión de articulaciones y ligamentos del tobillo y del pie,clinical problems,1  
S94 Traumatismo de nervios del tobillo y del pie,clinical problems,1  
S95 Traumatismo de vasos sanguíneos del tobillo y del pie,clinical problems,1  
S96 Traumatismo de músculos y tendones del tobillo y del pie,clinical problems,1  
S97 Traumatismos aplastantes del tobillo y del pie,clinical problems,1  
S98 Amputación traumática del tobillo y del pie,clinical problems,1  
S99 Otros traumatismos y los no especificados del tobillo y del pie,clinical problems,1  
T00 Traumatismos superficiales que afectan múltiples regiones del cuerpo,clinical problems,1  
T01 Heridas que afectan múltiples regiones del cuerpo,clinical problems,1  
T02 Fracturas que afectan múltiples regiones del cuerpo,clinical problems,1  
T03 Luxaciones esguinces y distensiones que afectan múltiples regiones del cuerpo,clinical problems,1  
T04 Traumatismos aplastantes que afectan múltiples regiones del cuerpo,clinical problems,1  
T05 Amputaciones traumáticas que afectan múltiples regiones del cuerpo,clinical problems,1  
T06 Otros traumatismos que afectan múltiples regiones del cuerpo y los no especificados,clinical problems,1  
T07 Traumatismos múltiples no especificados,clinical problems,1  
T08 Fractura de la columna vertebral sin lesión medular,clinical problems,1  
T09 Otros traumatismos de la columna vertebral y del tronco y los no especificados,clinical problems,1  
T10 Fractura del miembro superior de nivel no especificado,clinical problems,1  
T11 Otros traumatismos del miembro superior y los no especificados,clinical problems,1  
T12 Fractura del miembro inferior de nivel no especificado,clinical problems,1  
T13 Otros traumatismos del miembro inferior y los no especificados,clinical problems,1  
T14 Traumatismo de región corporal no especificada,clinical problems,1  
T15 Cuerpo extraño en la superficie externa del ojo,clinical problems,1  
T16 Cuerpo extraño en el oído,clinical problems,1  
T17 Cuerpo extraño en las vías respiratorias,clinical problems,1  
T18 Cuerpo extraño en el tubo digestivo,clinical problems,1  
T19 Cuerpo extraño en las vías genitourinarias,clinical problems,1  
T20 Quemaduras y corrosiones de la superficie externa del cuerpo implicando cabeza y cuello,clinical problems,1  
T21 Quemaduras y corrosiones del tronco,clinical problems,1  
T22 Quemaduras y corrosiones del hombro y del miembro superior excepto la muñeca y la mano,clinical problems,1  
T23 Quemaduras y corrosiones de la muñeca y de la mano,clinical problems,1  
T24 Quemaduras y corrosiones de la cadera y del miembro inferior excepto el tobillo y el pie,clinical problems,1  
T25 Quemaduras y corrosiones del tobillo y del pie,clinical problems,1  
T26 Quemaduras y corrosiones limitadas al ojo y sus anexos,clinical problems,1  
T27 Quemaduras y corrosiones de las vías respiratorias,clinical problems,1  
T28 Quemaduras y corrosiones de otros órganos internos,clinical problems,1  
T29 Quemaduras y corrosiones de múltiples regiones del cuerpo,clinical problems,1  
T30 Quemaduras y corrosiones de región no especificada del cuerpo,clinical problems,1  
T31 Quemaduras clasificadas según la extensión de la superficie corporal afectada,clinical problems,1  
T32 Corrosiones clasificadas según la extensión de la superficie corporal afectada,clinical problems,1  
T33 Congelamiento superficial,clinical problems,1  
T34 Congelamiento con necrosis tisular,clinical problems,1  
T35 Congelamiento de múltiples regiones del cuerpo y de región no especificada,clinical problems,1  
T36 Envenenamiento por antibióticos sistémicos,clinical problems,1  
T37 Envenenamiento por otros antiinfecciosos y antiparasitarios sistémicos,clinical problems,1  
T38 Envenenamiento por hormonas y sus sustitutos sintéticos y por antagonistas no clasificados en otra parte,clinical problems,1  
T39 Envenenamiento por analgésicos antipiréticos y antirreumáticos no esteroides,clinical problems,1  
T40 Envenenamiento por narcóticos y psicodislépticos,clinical problems,1  
T41 Envenenamiento por anestésicos y gases terapéuticos,clinical problems,1  
T42 Envenenamiento por antiepilépticos sedantes hipnóticos y antiparkinsonianos,clinical problems,1  
T43 Envenenamiento por psicotrópicos no clasificados en otra parte,clinical problems,1  
T44 Envenenamiento por drogas que actúan sobre el sistema nervioso autónomo,clinical problems,1  
T45 Envenenamiento por sustancias principalmente de acción sobre la sangre y órganos hematopoyéticos,clinical problems,1  
T46 Envenenamiento por sustancias que actúan principalmente sobre el sistema cardiovascular,clinical problems,1  
T47 Envenenamiento por sustancias que actúan principalmente sobre el aparato gastrointestinal,clinical problems,1  
T48 Envenenamiento por sustancias que actúan principalmente sobre el metabolismo,clinical problems,1  
T49 Envenenamiento por sustancias que actúan principalmente sobre la piel y mucosas y por drogas oftálmicas otorrinolaringológicas y dentales,clinical problems,1  
T50 Envenenamiento por otras drogas medicamentos y sustancias biológicas y las no especificadas,clinical problems,1  
T51 Efectos tóxicos del alcohol,clinical problems,1  
T52 Efectos tóxicos de disolventes orgánicos,clinical problems,1  
T53 Efectos tóxicos de hidrocarburos halogenados y sus derivados,clinical problems,1  
T54 Efectos tóxicos de corrosivos,clinical problems,1  
T55 Efectos tóxicos de jabones detergentes blanqueadores y desinfectantes,clinical problems,1  
T56 Efectos tóxicos de metales,clinical problems,1  
T57 Efectos tóxicos de otras sustancias inorgánicas,clinical problems,1  
T58 Efectos tóxicos del monóxido de carbono,clinical problems,1  
T59 Efectos tóxicos de otros gases vapores y humos,clinical problems,1  
T60 Efectos tóxicos de plaguicidas,clinical problems,1  
T61 Efectos tóxicos de sustancias nocivas ingeridas como alimento,clinical problems,1  
T62 Efectos tóxicos de sustancias nocivas ingeridas con agua,clinical problems,1  
T63 Efectos tóxicos del contacto con animales venenosos,clinical problems,1  
T64 Efectos tóxicos de sustancias de origen vegetal principalmente no medicinales,clinical problems,1  
T65 Efectos tóxicos de otras sustancias y de las no especificadas,clinical problems,1  
T66 Efectos de la radiación no especificados,clinical problems,1  
T67 Efectos del calor y de la luz,clinical problems,1  
T68 Hipotermia,clinical problems,1  
T69 Otros efectos de temperatura reducida y los no especificados,clinical problems,1  
T70 Efectos de presión del aire y del agua,clinical problems,1  
T71 Asfixia,clinical problems,1  
T73 Efectos de otras privaciones,clinical problems,1  
T74 Síndrome de maltrato,clinical problems,1  
T75 Otros efectos de causas externas,clinical problems,1  
T78 Efectos adversos no clasificados en otra parte,clinical problems,1  
T79 Ciertas complicaciones precoces de traumatismos,clinical problems,1  
T80 Complicaciones posteriores a la infusión transfusión y vacunación,clinical problems,1  
T81 Complicaciones de procedimientos no clasificadas en otra parte,clinical problems,1  
T82 Complicaciones de dispositivos protésicos implantes y injertos cardíacos y vasculares,clinical problems,1  
T83 Complicaciones de dispositivos protésicos implantes e injertos genitourinarios,clinical problems,1  
T84 Complicaciones de dispositivos protésicos implantes e injertos ortopédicos internos,clinical problems,1  
T85 Complicaciones de otros dispositivos protésicos implantes e injertos internos,clinical problems,1  
T86 Fallo y rechazo de órganos y tejidos trasplazados,clinical problems,1  
T87 Complicaciones de reimplantación e injertos,clinical problems,1  
T88 Otras complicaciones de la atención médica y quirúrgica no clasificadas en otra parte,clinical problems,1  
T90 Secuelas de traumatismos de la cabeza,clinical problems,1  
T91 Secuelas de traumatismos del cuello y del tronco,clinical problems,1  
T92 Secuelas de traumatismos del miembro superior,clinical problems,1  
T93 Secuelas de traumatismos del miembro inferior,clinical problems,1  
T94 Secuelas de traumatismos que afectan múltiples regiones del cuerpo,clinical problems,1  
T95 Secuelas de quemaduras corrosiones y congelaciones,clinical problems,1  
T96 Secuelas de envenenamiento por drogas medicamentos y sustancias biológicas,clinical problems,1  
T97 Secuelas de efectos tóxicos de sustancias de origen principalmente no medicinal,clinical problems,1  
T98 Secuelas de otras causas externas de morbilidad y de las no especificadas,clinical problems,1  
U04 Síndrome respiratorio agudo severo,clinical problems,1  
U07 Trastornos relacionados con el COVID-19,clinical problems,1  
U80 Resistencia a antibióticos,clinical problems,1  
U81 Resistencia a antimicóticos,clinical problems,1  
U82 Resistencia a agentes antiparasitarios,clinical problems,1  
U83 Resistencia a antivirales,clinical problems,1  
U84 Resistencia a otros agentes antimicrobianos y los no especificados,clinical problems,1  
U85 Códigos adicionales para identificar otros agentes antimicrobianos,clinical problems,1  
V01 Peatón lesionado en colisión con vehículo de pedal,clinical problems,1  
V02 Peatón lesionado en colisión con vehículo de motor de dos o tres ruedas,clinical problems,1  
V03 Peatón lesionado en colisión con automóvil camioneta o furgoneta,clinical problems,1  
V04 Peatón lesionado en colisión con vehículo de transporte pesado o autobús,clinical problems,1  
V05 Peatón lesionado en colisión con tren o vehículo ferroviario,clinical problems,1  
V06 Peatón lesionado en colisión con otro vehículo sin motor,clinical problems,1  
V09 Peatón lesionado en otros accidentes de transporte terrestre y en los no especificados,clinical problems,1  
V10 Ciclista lesionado en colisión con peatón o animal,clinical problems,1  
V11 Ciclista lesionado en colisión con otro ciclista,clinical problems,1  
V12 Ciclista lesionado en colisión con vehículo de motor de dos o tres ruedas,clinical problems,1  
V13 Ciclista lesionado en colisión con automóvil camioneta o furgoneta,clinical problems,1  
V14 Ciclista lesionado en colisión con vehículo de transporte pesado o autobús,clinical problems,1  
V15 Ciclista lesionado en colisión con tren o vehículo ferroviario,clinical problems,1  
V16 Ciclista lesionado en colisión con otro vehículo sin motor,clinical problems,1  
V17 Ciclista lesionado en colisión con un objeto fijo o estacionario,clinical problems,1  
V18 Ciclista lesionado en otros accidentes de transporte sin colisión,clinical problems,1  
V19 Ciclista lesionado en otros accidentes de transporte terrestre y en los no especificados,clinical problems,1  
V20 Motociclista lesionado en colisión con peatón o animal,clinical problems,1  
V21 Motociclista lesionado en colisión con vehículo de pedal,clinical problems,1  
V22 Motociclista lesionado en colisión con otro vehículo de motor de dos o tres ruedas,clinical problems,1  
V23 Motociclista lesionado en colisión con automóvil camioneta o furgoneta,clinical problems,1  
V24 Motociclista lesionado en colisión con vehículo de transporte pesado o autobús,clinical problems,1  
V25 Motociclista lesionado en colisión con tren o vehículo ferroviario,clinical problems,1  
V26 Motociclista lesionado en colisión con otro vehículo sin motor,clinical problems,1  
V27 Motociclista lesionado en colisión con un objeto fijo o estacionario,clinical problems,1  
V28 Motociclista lesionado en otros accidentes de transporte sin colisión,clinical problems,1  
V29 Motociclista lesionado en otros accidentes de transporte terrestre y en los no especificados,clinical problems,1  
V30 Ocupante de vehículo de motor de tres ruedas lesionado en colisión con peatón o animal,clinical problems,1  
V31 Ocupante de vehículo de motor de tres ruedas lesionado en colisión con vehículo de pedal,clinical problems,1  
V32 Ocupante de vehículo de motor de tres ruedas lesionado en colisión con otro vehículo de motor de dos o tres ruedas,clinical problems,1  
V33 Ocupante de vehículo de motor de tres ruedas lesionado en colisión con automóvil camioneta o furgoneta,clinical problems,1  
V34 Ocupante de vehículo de motor de tres ruedas lesionado en colisión con vehículo de transporte pesado o autobús,clinical problems,1  
V35 Ocupante de vehículo de motor de tres ruedas lesionado en colisión con tren o vehículo ferroviario,clinical problems,1  
V36 Ocupante de vehículo de motor de tres ruedas lesionado en colisión con otro vehículo sin motor,clinical problems,1  
V37 Ocupante de vehículo de motor de tres ruedas lesionado en colisión con objeto fijo o estacionario,clinical problems,1  
V38 Ocupante de vehículo de motor de tres ruedas lesionado en otros accidentes de transporte sin colisión,clinical problems,1  
V39 Ocupante de vehículo de motor de tres ruedas lesionado en otros accidentes de transporte terrestre y en los no especificados,clinical problems,1  
V40 Ocupante de automóvil lesionado en colisión con peatón o animal,clinical problems,1  
V41 Ocupante de automóvil lesionado en colisión con vehículo de pedal,clinical problems,1  
V42 Ocupante de automóvil lesionado en colisión con vehículo de motor de dos o tres ruedas,clinical problems,1  
V43 Ocupante de automóvil lesionado en colisión con otro automóvil camioneta o furgoneta,clinical problems,1  
V44 Ocupante de automóvil lesionado en colisión con vehículo de transporte pesado o autobús,clinical problems,1  
V45 Ocupante de automóvil lesionado en colisión con tren o vehículo ferroviario,clinical problems,1  
V46 Ocupante de automóvil lesionado en colisión con otro vehículo sin motor,clinical problems,1  
V47 Ocupante de automóvil lesionado en colisión con objeto fijo o estacionario,clinical problems,1  
V48 Ocupante de automóvil lesionado en otros accidentes de transporte sin colisión,clinical problems,1  
V49 Ocupante de automóvil lesionado en otros accidentes de transporte terrestre y en los no especificados,clinical problems,1  
V50 Ocupante de camioneta o furgoneta lesionado en colisión con peatón o animal,clinical problems,1  
V51 Ocupante de camioneta o furgoneta lesionado en colisión con vehículo de pedal,clinical problems,1  
V52 Ocupante de camioneta o furgoneta lesionado en colisión con vehículo de motor de dos o tres ruedas,clinical problems,1  
V53 Ocupante de camioneta o furgoneta lesionado en colisión con automóvil camioneta o furgoneta,clinical problems,1  
V54 Ocupante de camioneta o furgoneta lesionado en colisión con vehículo de transporte pesado o autobús,clinical problems,1  
V55 Ocupante de camioneta o furgoneta lesionado en colisión con tren o vehículo ferroviario,clinical problems,1  
V56 Ocupante de camioneta o furgoneta lesionado en colisión con otro vehículo sin motor,clinical problems,1  
V57 Ocupante de camioneta o furgoneta lesionado en colisión con objeto fijo o estacionario,clinical problems,1  
V58 Ocupante de camioneta o furgoneta lesionado en otros accidentes de transporte sin colisión,clinical problems,1  
V59 Ocupante de camioneta o furgoneta lesionado en otros accidentes de transporte terrestre y en los no especificados,clinical problems,1  
V60 Ocupante de vehículo de transporte pesado lesionado en colisión con peatón o animal,clinical problems,1  
V61 Ocupante de vehículo de transporte pesado lesionado en colisión con vehículo de pedal,clinical problems,1  
V62 Ocupante de vehículo de transporte pesado lesionado en colisión con vehículo de motor de dos o tres ruedas,clinical problems,1  
V63 Ocupante de vehículo de transporte pesado lesionado en colisión con automóvil camioneta o furgoneta,clinical problems,1  
V64 Ocupante de vehículo de transporte pesado lesionado en colisión con otro vehículo de transporte pesado o autobús,clinical problems,1  
V65 Ocupante de vehículo de transporte pesado lesionado en colisión con tren o vehículo ferroviario,clinical problems,1  
V66 Ocupante de vehículo de transporte pesado lesionado en colisión con otro vehículo sin motor,clinical problems,1  
V67 Ocupante de vehículo de transporte pesado lesionado en colisión con objeto fijo o estacionario,clinical problems,1  
V68 Ocupante de vehículo de transporte pesado lesionado en otros accidentes de transporte sin colisión,clinical problems,1  
V69 Ocupante de vehículo de transporte pesado lesionado en otros accidentes de transporte terrestre y en los no especificados,clinical problems,1  
V70 Ocupante de autobús lesionado en colisión con peatón o animal,clinical problems,1  
V71 Ocupante de autobús lesionado en colisión con vehículo de pedal,clinical problems,1  
V72 Ocupante de autobús lesionado en colisión con vehículo de motor de dos o tres ruedas,clinical problems,1  
V73 Ocupante de autobús lesionado en colisión con automóvil camioneta o furgoneta,clinical problems,1  
V74 Ocupante de autobús lesionado en colisión con vehículo de transporte pesado o autobús,clinical problems,1  
V75 Ocupante de autobús lesionado en colisión con tren o vehículo ferroviario,clinical problems,1  
V76 Ocupante de autobús lesionado en colisión con otro vehículo sin motor,clinical problems,1  
V77 Ocupante de autobús lesionado en colisión con objeto fijo o estacionario,clinical problems,1  
V78 Ocupante de autobús lesionado en otros accidentes de transporte sin colisión,clinical problems,1  
V79 Ocupante de autobús lesionado en otros accidentes de transporte terrestre y en los no especificados,clinical problems,1  
V80 Jinete o pasajero de animal de transporte lesionado en accidente de transporte,clinical problems,1  
V81 Ocupante de tranvía lesionado en accidente de transporte,clinical problems,1  
V82 Ocupante de vehículo especial para transporte principalmente no en la vía pública lesionado en accidente,clinical problems,1  
V83 Ocupante de otros vehículos especificados lesionado en accidente de transporte,clinical problems,1  
V84 Ocupante de vehículo especificado no motorizado lesionado en accidente de transporte,clinical problems,1  
V85 Ocupante de vehículo motorizado especificado no clasificado en otra parte lesionado en accidente de transporte,clinical problems,1  
V86 Ocupante de vehículo especial con motor fuera de carretera lesionado en accidente de transporte,clinical problems,1  
V87 Persona lesionada en colisión entre vehículos de transporte no clasificados en otra parte,clinical problems,1  
V88 Persona lesionada en otros accidentes de transporte no clasificados en otra parte,clinical problems,1  
V89 Persona lesionada en accidentes de transporte no especificados,clinical problems,1  
V90 Accidente de embarcación no motorizada sin colisión,clinical problems,1  
V91 Accidente de embarcación motorizada sin colisión,clinical problems,1  
V92 Accidente de embarcación sin especificación de motor sin colisión,clinical problems,1  
V93 Accidente de embarcación por colisión entre embarcaciones,clinical problems,1  
V94 Otro accidente de embarcación y los no especificados,clinical problems,1  
V95 Accidente de transporte aéreo con helicóptero,clinical problems,1  
V96 Accidente de transporte aéreo con aeronave propulsada por motor a reacción o turbohélice,clinical problems,1  
V97 Otro accidente de transporte aéreo especificado,clinical problems,1  
V98 Otro accidente de transporte especificado,clinical problems,1  
V99 Accidente de transporte no especificado,clinical problems,1  
W00 Caída en el mismo nivel por hielo y nieve,clinical problems,1  
W01 Caída en el mismo nivel por tropezón o resbalón,clinical problems,1  
W02 Caída que involucra patines de ruedas, monopatines o patinetas,clinical problems,1  
W03 Otra caída en el mismo nivel por colisión con otra persona,clinical problems,1  
W04 Caída mientras se lleva o sostiene a otra persona,clinical problems,1  
W05 Caída que involucra silla de ruedas,clinical problems,1  
W06 Caída que involucra cama,clinical problems,1  
W07 Caída que involucra silla,clinical problems,1  
W08 Caída que involucra otra clase de mueble,clinical problems,1  
W09 Caída que involucra equipo para deportes,clinical problems,1  
W10 Caída en o desde escaleras o escalones,clinical problems,1  
W11 Caída en o desde escalera de mano,clinical problems,1  
W12 Caída en o desde andamios,clinical problems,1  
W13 Caída desde o por edificios u otras estructuras,clinical problems,1  
W14 Caída desde árbol,clinical problems,1  
W15 Caída desde acantilado,clinical problems,1  
W16 Zambullida o salto en aguas poco profundas que causa traumatismo que no sea ahogamiento o sumersión,clinical problems,1  
W17 Otra caída desde un nivel a otro,clinical problems,1  
W18 Otra caída en el mismo nivel,clinical problems,1  
W19 Caída no especificada,clinical problems,1  
W20 Golpe por objeto arrojado proyectado o que cae,clinical problems,1  
W21 Golpe contra objeto deportivo,clinical problems,1  
W22 Golpe contra otros objetos,clinical problems,1  
W23 Atrapamiento aplastamiento empuje o colocación en objetos,clinical problems,1  
W24 Contacto con dispositivos de levantamiento y transmisión no clasificados en otra parte,clinical problems,1  
W25 Contacto con cuchillo espada y daga,clinical problems,1  
W26 Contacto con otros instrumentos cortantes,clinical problems,1  
W27 Contacto con herramienta de mano sin motor,clinical problems,1  
W28 Contacto con herramienta de mano motorizada,clinical problems,1  
W29 Contacto con otro equipo motorizado doméstico y de jardinería,clinical problems,1  
W30 Contacto con maquinaria agrícola,clinical problems,1  
W31 Contacto con otras máquinas y con las no especificadas,clinical problems,1  
W32 Disparo de pistola,clinical problems,1  
W33 Disparo de rifle escopeta y arma de fuego de mayor tamaño,clinical problems,1  
W34 Descarga de otra arma de fuego y de las no especificadas,clinical problems,1  
W35 Explosión de buque caldero y otros dispositivos presurizados,clinical problems,1  
W36 Explosión de otros materiales presurizados,clinical problems,1  
W37 Explosión de fuegos artificiales,clinical problems,1  
W38 Explosión de otros dispositivos,clinical problems,1  
W39 Explosión de calentadores de gas,clinical problems,1  
W40 Explosión de otros dispositivos domésticos,clinical problems,1  
W41 Contacto con electricidad de maquinaria,clinical problems,1  
W42 Contacto con electricidad de aparatos domésticos,clinical problems,1  
W43 Contacto con otras fuentes de electricidad de origen artificial,clinical problems,1  
W44 Cuerpo extraño oído,clinical problems,1  
W45 Cuerpo extraño piel,clinical problems,1  
W46 Cuerpo extraño en ojo externo,clinical problems,1  
W49 Exposición a otras fuerzas mecánicas inanimadas y a las no especificadas,clinical problems,1  
W50 Golpe con la mano de otra persona,clinical problems,1  
W51 Golpe con otra parte del cuerpo de otra persona,clinical problems,1  
W52 Aplastamiento empuje o colocación entre personas,clinical problems,1  
W53 Mordedura de rata,clinical problems,1  
W54 Mordedura o ataque por perro,clinical problems,1  
W55 Mordedura o ataque por otros mamíferos,clinical problems,1  
W56 Mordedura o contacto traumático con animales marinos,clinical problems,1  
W57 Mordedura o picadura por insectos y otros artrópodos no venenosos,clinical problems,1  
W58 Mordedura o golpe por cocodrilo o caimán,clinical problems,1  
W59 Mordedura o golpe por otros reptiles,clinical problems,1  
W60 Contacto con espinas vegetales o astillas,clinical problems,1  
W64 Exposición a otras fuerzas mecánicas animadas y a las no especificadas,clinical problems,1  
W65 Ahogamiento y sumersión mientras se baña en una bañera,clinical problems,1  
W66 Ahogamiento y sumersión después de caída dentro de bañera,clinical problems,1  
W67 Ahogamiento y sumersión mientras se baña en piscina,clinical problems,1  
W68 Ahogamiento y sumersión después de caída dentro de piscina,clinical problems,1  
W69 Ahogamiento y sumersión mientras se baña en aguas naturales,clinical problems,1  
W70 Ahogamiento y sumersión después de caída dentro de aguas naturales,clinical problems,1  
W73 Otro ahogamiento y sumersión especificado,clinical problems,1  
W74 Ahogamiento y sumersión no especificados,clinical problems,1  
W75 Sofocación y estrangulación accidental en cama o cuna,clinical problems,1  
W76 Otras estrangulaciones y ahorcamientos accidentales,clinical problems,1  
W77 Inmersión en agua caliente,clinical problems,1  
W78 Inhalación de alimentos que causa obstrucción de las vías respiratorias,clinical problems,1  
W79 Inhalación de vómito que causa obstrucción de las vías respiratorias,clinical problems,1  
W80 Inhalación y aspiración de otros objetos que causan obstrucción de las vías respiratorias,clinical problems,1  
W81 Confinamiento y atrapamiento en un ambiente bajo presión de aire,clinical problems,1  
W83 Otros riesgos especificados para la respiración,clinical problems,1  
W84 Riesgo no especificado para la respiración,clinical problems,1  
X00 Exposición a fuego no controlado en edificio o estructura,clinical problems,1  
X01 Exposición a fuego no controlado fuera de edificio o estructura,clinical problems,1  
X02 Exposición a fuego controlado en edificio o estructura,clinical problems,1  
X03 Exposición a fuego controlado fuera de edificio o estructura,clinical problems,1  
X04 Exposición a ignición de materiales altamente inflamables,clinical problems,1  
X05 Exposición a ignición de vestimenta por fuego o llama,clinical problems,1  
X06 Exposición a ignición de vestimenta por fuente de calor,clinical problems,1  
X08 Exposición a otros humos fuegos y llamas especificados,clinical problems,1  
X09 Exposición a humos fuego y llamas no especificados,clinical problems,1  
X10 Contacto con agua hirviendo,clinical problems,1  
X11 Contacto con vapor y vapores calientes,clinical problems,1  
X12 Contacto con objetos calientes metálicos,clinical problems,1  
X13 Contacto con líquidos calientes,clinical problems,1  
X14 Contacto con otros objetos calientes,clinical problems,1  
X15 Contacto con fuentes de calor domésticas,clinical problems,1  
X16 Quemadura por radiación solar,clinical problems,1  
X17 Quemadura por otra fuente de luz ultravioleta,clinical problems,1  
X18 Contacto con otras fuentes de calor y luz,clinical problems,1  
X19 Contacto con fuente de calor y luz no especificada,clinical problems,1  
X20 Contacto con serpientes y lagartos venenosos,clinical problems,1  
X21 Contacto con escorpiones,clinical problems,1  
X22 Contacto con arañas venenosas,clinical problems,1  
X23 Contacto con abejas avispas y avispones,clinical problems,1  
X24 Contacto con otros artrópodos venenosos,clinical problems,1  
X25 Contacto con otros animales venenosos terrestres,clinical problems,1  
X26 Contacto con animales venenosos marinos,clinical problems,1  
X27 Contacto con otras especies animales venenosas,clinical problems,1  
X28 Contacto con animales venenosos no especificados,clinical problems,1  
X29 Contacto con animales no venenosos,clinical problems,1  
X30 Exposición a calor natural excesivo,clinical problems,1  
